CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
33.145.932/0001-81,FINANCE 38 FAMILY FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,30771904.51
33.146.075/0001-34,ACER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,60672709.43
33.146.130/0001-96,TRÍGONO BP 70 PREVIDÊNCIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,287013015.43
33.146.228/0001-43,GALICIA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,0.0
33.146.345/0001-07,CAPTALYS ORION L FEEDER FI EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO,40236064.06
33.146.417/0001-16,PORTO SEGURO BTG PACTUAL DISCOVERY PREVIDÊNCIA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,20385845.08
33.146.540/0001-37,OCEANA LONG BIASED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE ACOES ACCESS,120869402.94
33.146.649/0001-74,SANTANDER PB SMITH MULTIMERCADO CRÉDITO PRIVADO FUNDO DE INVESTIMENTO,22296475.55
33.148.548/0001-32,LKSS19 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,58105195.71
33.148.663/0001-07,KARBEN FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,29647015.17
33.148.773/0001-79,G5 AGIL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,120847513.33
33.149.272/0001-07,051 CRÉDITO 180 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,300170095.05
33.149.415/0001-80,ADAMAS FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,19785800.04
33.149.533/0001-99,VIX CAPITAL FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,13326054.08
33.149.605/0001-06,GARRA FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,17826773.46
33.149.830/0001-34,DAROL EQUITIES FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,105691830.21
33.150.000/0001-27,TRIPLE M FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,20346032.49
33.150.090/0001-56,MEMMO FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,10845386.95
33.150.298/0001-75,DEMETER II FUNDO DE INVESTIMENTO DE ACOES INVESTIMENTO NO EXTERIOR,152908914.84
33.150.308/0001-72,G5 ATMOS F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,7155120.55
33.150.361/0001-73,IMJ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,56041455.5
33.150.386/0001-77,JOURNEY CAPITAL ENDURANCE PLUS ADVISORY FI COTAS FUNDOS INCENTIVADOS INVESTIMENTO EM INFRA RF LP,14185178.47
33.150.463/0001-99,3RM FUND FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,18432183.61
33.150.563/0001-15,051 HF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,185991344.39
33.150.614/0001-09,LEGACY CAPITAL P FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,888489996.02
33.150.696/0001-91,L1 FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,22344480.76
33.150.739/0001-39,NACAR FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,24914700.33
33.150.895/0001-08,P2 FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,48206583.4
33.158.068/0001-52,BTGP PICTET GLOBAL MEGATREND SELECTION FI EM COTAS DE FI MULTIMERCADO INVESTIMENTO NO EXTERIOR,15440199.13
33.158.131/0001-50,MRFM FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,12417359.53
33.160.049/0001-60,ALLOCATION HF FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,22388151.4
33.162.799/0001-71,TAG DOMO FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,19064433.65
33.163.739/0001-73,TRAMONTANA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,19739691.66
33.163.966/0001-07,PALMARES FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
33.165.157/0001-26,BTG PACTUAL CREDITO CORPORATIVO PREVIDENCIA FI COTAS FI MULTIMERCADO CREDITO PRIVADO,1623495968.3
33.165.244/0001-83,ARX K2 PREVIDENCIA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,337815772.84
33.193.185/0001-57,PERFIN NOVO TEMPO III FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,355952817.69
33.205.974/0001-60,JOA FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,16822251.17
33.206.211/0001-34,MILES VIRTUS PREVIDENCIARIO II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM ACOES,4537850.6
33.212.222/0001-27,UPGRADE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,292315898.93
33.212.334/0001-88,NEXT GENERATION FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,257041016.09
33.212.391/0001-67,FUTURE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,112197993.73
33.212.483/0001-47,CSHG PONTE DOURADA FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,834992262.07
33.254.794/0001-79,VIC JB MILES ACER LB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV,0.0
33.254.833/0001-38,JBFO ABSOLUTE VERTEX II FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,98544710.86
33.254.873/0001-80,REAL DREAMS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,6447656.15
33.254.907/0001-36,PROSPERO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,97473851.29
33.254.999/0001-54,VIC LEGACY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,368087022.77
33.255.042/0001-22,FP FOF MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,3327458761.6
33.256.234/0001-53,ARTESANAL PFN FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,358801274.81
33.269.171/0001-70,EMPIRICUS FOF SUPERPREVIDÊNCIA 2 ICATU FI MULTIMERCADO,312242626.27
33.269.204/0001-81,DARWIN SELEÇÃO FUNDO DE INVESTIMENTO MULTIMERCADO,134741433.31
33.269.222/0001-63,EMPIRICUS FOF SUPERPREVIDÊNCIA ARROJADO ICATU FUNDO DE INVESTIMENTO MULTIMERCADO,102951289.14
33.269.287/0001-09,CAPRI GESTÃO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,15489546.97
33.269.310/0001-65,RIO GRANDE PREVIDENCIÁRIO III FUNDO DE INVESTIMENTO RENDA FIXA,232184512.85
33.269.355/0001-30,EMUNÁ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,49283418.36
33.269.429/0001-38,BELA ARCOVERDE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,22329145.5
33.269.833/0001-01,MAJORA ALLOCATION LOW VOL FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,21146410.06
33.269.905/0001-10,TRAVESSIA ABSOLUTO FUNDO DE INVESTIMENTO EM AÇÕES,6085603.6
33.269.939/0001-05,BPG III OFFICE FUNDO DE INVESTIMENTO IMOBILIÁRIO,482184399.99
33.269.968/0001-77,ASPEN FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,183881962.91
33.270.025/0001-64,SIMÉTRICA BR FUNDO DE INVESTIMENTO EM AÇÕES - BDR NIVEL I,7579036.19
33.270.063/0001-17,PLURAL TESOURO SELIC FUNDO DE INVESTIMENTO RENDA FIXA SIMPLES,412767463.24
33.285.429/0001-21,IAJA SAM AÇÕES FUNDO DE INVESTIMENTO,109190542.47
33.289.450/0001-03,MAC 95 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,56231583.09
33.289.660/0001-93,VANQUISH LONG BIAS FIC FIM,4847645.18
33.289.698/0001-66,VANQUISH IPÊ FIC FIA,3530349.43
33.289.753/0001-18,KALUANÃ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,26811316.39
33.304.574/0001-02,ETRUSCO 95 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,15307988.6
33.304.891/0001-29,SIRACUSA FUNDO DE INVESTIMENTO FINANCEIRO EM AÇÕES,4160034.53
33.304.918/0001-83,INTRABANK INVEST FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,25815980.95
33.325.548/0001-60,BRASILPREV RT GB INVEST FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,133156443.74
33.325.595/0001-04,BRASILPREV RT JEF E FAMÍLIA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,33901872.74
33.341.877/0001-03,ASCOT FUNDO DE INVESTIMENTO MULTIMERCADO,198633.17
33.341.984/0001-23,VANQUISH AÇÕES IPÊ MASTER FIA,3529134.94
33.342.018/0001-20,BERGAMO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,58344974.89
33.342.220/0001-52,AZ QUEST INFLAÇÃO ATIVO PREV FIE II FI EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA,25835494.83
33.342.285/0001-06,BRZ HIGH GRADE FUNDO DE INVESTIMENTO RENDA FIXA - CRÉDITO PRIVADO,7623729.38
33.342.434/0001-29,MONGRASSANO CAPITAL FUNDO DE INVESTIMENTOS EM AÇÕES,11943905.42
33.343.841/0001-50,OCEANA LONG BIASED OPP WM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,27966546.49
33.344.452/0001-40,OCEANA LONG BIASED T FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,66777325.58
33.345.387/0001-77,ABSOLUTE BRASILPREV FIFE FUNDO DE INVESTIMENTO MULTIMERCADO,5005875595.21
33.345.516/0001-27,GAVIOTAS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,47845997.14
33.345.578/0001-39,LAKSHIMI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,9875308.05
33.345.956/0001-84,APEX LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,16950575.54
33.346.158/0001-77,GEO ALOCADORES EM DOLARES FIC DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,0.0
33.346.346/0001-03,DAHLIA TOTAL RETURN A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,250327070.23
33.346.541/0001-25,BLUELINE ALPHA FUNDO DE INVESTIMENTOS EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO,336630666.57
33.346.551/0001-60,MAISON FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,33005334.27
33.347.168/0001-27,XP INVESTOR 30 DOMINUS FUNDO DE INVESTIMENTO COTAS FUNDO DE INVESTIMENTOS EM AÇÕES,20206393.2
33.361.511/0001-98,BNP PARIBAS STB RUBI FIC DE FI RENDA FIXA CREDITO PRIVADO,406120321.11
33.361.657/0001-33,BLACKROCK GLOBAL EVENT DRIVEN FIC FIM INVESTIMENTO NO EXTERIOR,58851666.58
33.361.798/0001-56,Blackrock Sustainable Global Bond Income FIC FIM IE,13955500.02
33.361.831/0001-48,BLACKROCK DYNAMIC HIGH INCOME FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO IE,22871066.99
33.361.873/0001-89,BLACKROCK GLOBAL EVENT DRIVEN MASTER FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,146464829.31
33.361.923/0001-28,Blackrock Sustainable Global Bond Income Master FIM IE,90786471.68
33.362.028/0001-28,MS GLOBAL OPPORTUNITIES DOLAR ADVISORY MASTER FIA IE,807731651.24
33.376.528/0001-19,UNIMED CASCAVEL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,24715004.02
33.377.702/0001-48,SAFARI MASTER PREV CEM FUNDO DE INVESTIMENTO MULTIMERCADO FIFE,7661874.26
33.378.005/0001-01,ABSOLUTE ESTRATÉGIA ALPHA GLOBAL FI EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,2143854.8
33.378.232/0001-37,SAFARI PREV CEM FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO FIE,7751828.34
33.378.392/0001-86,KADIMA LONG BIAS FUNDO DE INVESTIMENTO MULTIMERCADO,17695676.66
33.379.564/0001-36,BARI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,9968890.97
33.380.680/0001-75,TORK RED FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,46591669.65
33.388.211/0001-00,VISION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LP,79565993.85
33.388.296/0001-19,TORK FEEDER II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,47908841.15
33.388.382/0001-21,BRASIL CAPITAL 100 PREV S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTOS EM AÇÕES,8270832.28
33.388.816/0001-93,ACÁCIA FI EM COTAS FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11161644.2
33.399.493/0001-33,SIBERIA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,66330771.76
33.400.461/0001-00,XP INVESTOR LONG BIASED II MASTER FUNDO DE INVESTIMENTO EM AÇÕES,150233630.26
33.400.471/0001-46,OPEG FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,920193075.7
33.400.496/0001-40,ASTERALES FUNDO DE INVESTIMENTO FINANCEIRO,17985258.07
33.401.080/0001-46,OCEANA LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,137340846.89
33.401.130/0001-95,ABP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,344654780.23
33.420.271/0001-55,BRADESCO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR 3A,28876708.37
33.420.692/0001-86,ALFAPREV RF PEGASUS - FIC DE FI RENDA FIXA - PREVIDENCIÁRIO,115019969.59
33.420.730/0001-09,SPECTRUM - FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO - PREVIDENCIÁRIO,13143629.69
33.422.090/0001-68,ALFA GEMINI - FIC DE FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,84439612.76
33.422.113/0001-34,ALFA GEMINI MASTER - FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA RENDA FIXA CRÉDITO PRIVADO,82470965.88
33.422.152/0001-31,SAFRA PREV JURO REAL VIP M FUNDO DE INVESTIMENTO EM COTAS FI RENDA FIXA PREVIDENCIARIO,54055226.78
33.422.174/0001-00,SAFRA PREV CAPITAL MARKET VIP M FI EM COTAS  FI RENDA FIXA CRÉDITO PRIVADO PREVIDENCIARIO,191546721.78
33.422.186/0001-26,SAFRA CAPITAL MARKET INFRA MASTER RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,53434013.87
33.422.212/0001-16,SAFRA PREV RIGEL FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIARIO,0.0
33.422.226/0001-30,SAFRA PREV ORQUÍDEA ROSA FIC FIM PREVIDENCIARIO,100121974.72
33.422.243/0001-77,SAFRA PREV DINA FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREVIDENCIÁRIO,0.0
33.422.263/0001-48,SAFRA PREV PILOTO 81 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT CRED PRIV PREV,10103792.95
33.429.343/0001-25,DB HOLDING FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CRÉDITO PRIVADO,193639285.52
33.435.609/0001-42,SAFRA PREV YAZIGI FUNDO DE INVESTMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO PREV,10544062.72
33.435.643/0001-17,MABISA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,18712854.5
33.435.657/0001-30,ÊXITO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,13918788.72
33.435.682/0001-14,SAPPHIRE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,17760775.08
33.435.693/0001-02,MANAGER ABSOLUTE VERTEX S FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,761473467.54
33.435.706/0001-35,FRATELLI FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,0.0
33.435.723/0001-72,ROCKET FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,2450433.39
33.435.730/0001-74,SFPB 001 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,8491601.36
33.435.749/0001-10,MANAGER LOGOS LONG BIASED II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,3598948.68
33.435.760/0001-80,FUTURUS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,14055117.9
33.435.772/0001-05,SAFRA PREV VITORIOSO FUNDO DE INVESTIMENTO EM COTAS DE  FI MULTIMERCADO CRÉDITO PRIVADO PREV,20696692.95
33.447.929/0001-12,AMALFI FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,0.0
33.447.973/0001-22,PHENIX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,57466029.1
33.448.360/0001-00,MIDAS FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO,16464890.12
33.489.974/0001-30,VERDE 300 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,1652241.85
33.490.022/0001-36,MYKONOS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,45152778.83
33.490.054/0001-31,TRIPLO A - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO E INVESTIMENTO NO EXTERIOR,39786347.79
33.490.064/0001-77,CASSIS FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR CREDITO PRIVADO,0.0
33.495.740/0001-03,MILES VIRTUS SELECTION FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,736527.92
33.497.084/0001-70,SHARP LONG BIASED ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO DE AÇÕES,222610316.16
33.497.925/0001-49,GEO ALOCADORES 34 EM DOLARES FI EM COTAS DE FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,35306457.36
33.498.865/0001-89,ATLÂNTICA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,7541174.1
33.498.945/0001-34,G5 HÉRCULES FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,51769553.44
33.499.011/0001-17,FINACAP ICATU PREVIDENCIÁRIO 70 FUNDO DE INVESTIMENTO MULTIMERCADO,64632446.04
33.499.043/0001-12,FINACAP ICATU PREVIDENCIÁRIO FIFE FUNDO DE INVESTIMENTO EM AÇÕES,45027065.43
33.499.222/0001-50,G5 4FLU FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,16318911.44
33.499.618/0001-05,ICATU VANGUARDA EQUILÍBRIO FUNDO DE INVESTIMENTO RENDA FIXA,12089410.08
33.499.624/0001-54,TRAVÉS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,31240945.53
33.499.634/0001-90,ICATU SEG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CORPORATE RENDA FIXA,212018807.41
33.499.648/0001-03,MEROS II MÁSTER FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO,144774604.07
33.499.663/0001-51,ALPHA HORIZON BRASIL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,22313524.4
33.499.689/0001-08,PICORÓ FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,86996714.33
33.499.696/0001-00,FP FOF GÁVEA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,152751329.31
33.520.840/0001-34,PINE GROVE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,28043369.13
33.520.857/0001-91,GENEBRA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,24074635.99
33.520.884/0001-64,FP FOF KAPITALO ZETA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,454169784.42
33.520.901/0001-63,ICATU VANGUARDA POS-FIXADO FI RENDA FIXA PREVIDENCIARIO,1037911776.74
33.520.911/0001-07,ICATU VANGUARDA FOF FUNDO DE INVESTIMENTO MULTIMERCADO PREVIDENCIÁRIO CRÉDITO PRIVADO,1163245.1
33.520.922/0001-89,SOMMA MILANO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,89857584.06
33.520.932/0001-14,ATLAS ONE ICATU 70 PREVIDENCIÁRIO FUNDO DE INVESTIMENTO MULTIMERCADO,6823250.35
33.520.944/0001-49,ATLAS ONE ICATU FUNDO DE INVESTIMENTO EM AÇÕES PREVIDENCIÁRIO FIFE,4684686.1
33.520.953/0001-30,VIC RF INTERNACIONAL FIC DE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,2962443.13
33.520.968/0001-06,KAPITALO K10 ADVISORY FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1159809044.79
33.520.988/0001-79,BUTIÁ TOP PREVIDENCIÁRIO FIFE FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,109653243.27
33.520.997/0001-60,RIO GRANDE MINHA APOSENTADORIA 2030 FIC DE FI MULTIMERCADO PREVIDENCIÁRIO,4479649.27
33.521.273/0001-30,FERA12 95 FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO,260859844.8
33.521.536/0001-01,CAPT - FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,3659466.19
33.521.794/0001-98,MAHALO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,22942130.93
33.521.813/0001-86,TLL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,26821859.32
33.570.837/0001-25,BB MAP MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,68403222.3
33.570.958/0001-77,BB TOP MULTIMERCADO LONGO PRAZO LONG BIAS FUNDO DE INVESTIMENTO,16217403.19
33.571.005/0001-23,BRASILPREV RT SFC FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,189316073.66
33.571.030/0001-07,BRASILPREV RT PHOENIX FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,381112518.55
33.571.069/0001-24,BRASILPREV RT KERCKHOFF FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,97861378.84
33.588.251/0001-98,CWB CATÁLISE FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,5804390.92
33.588.370/0001-40,MYK FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,8284439.24
33.588.524/0001-02,G5 LEGACY F FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,22841059.65
33.588.607/0001-93,REAL INVESTOR 70 PREVIDENCIA FUNDO DE INVESTIMENTO MULTIMERCADO,202330715.36
