CNPJ_FUNDO,DENOM_SOCIAL,VL_PATRIM_LIQ
42.464.876/0001-39,POULSARD FIF DA CLASSE DE INVESTIMENTO EM COTAS MULT CRÉD PRIV - RESP LIMITADA,57820.42
42.464.898/0001-07,LEVON FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,19372853.88
42.464.932/0001-35,LEVON II FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,19374834.69
42.464.949/0001-92,VOLGA FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,85749808.39
42.465.027/0001-08,MIMMO RENDA FIXA CRÉDITO PRIVADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,479562126.59
42.465.287/0001-75,TIGER KINEA FUNDO INCENTIVADO EM INVESTIMENTO EM DEBÊNTURES DE INFRAESTRUTURA RF CRÉDITO PRIVADO,61841593.32
42.468.330/0001-56,BRADESCO BJ FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES 157,13188788.17
42.469.023/0001-90,BRADESCO H FUNDO DE INVESTIMENTO EM AÇÕES IBOVESPA,41943380.06
42.472.210/0001-22,DL VITÓRIA LB FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,14431880.23
42.479.235/0001-58,SÃO RAFAEL PERFIL RENDA MISTA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,671299656.13
42.479.262/0001-20,SÃO RAFAEL PERFIL RENDA FIXA FIC DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,435279239.84
42.479.278/0001-33,XP FLECHAS FUNDO DE INVESTIMENTO EM AÇÕES,60097613.71
42.479.324/0001-02,ROSENEGG ICATU PREVIDENCIÁRIO QUALIFICADO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,37874408.67
42.479.405/0001-02,A1 HEDGE B PREVIDENCIA FIFE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,9756812.3
42.479.439/0001-99,BRASIL CAPITAL BRASILPREV FIFE FUNDO DE INVESTIMENTO EM AÇÕES,41006545.58
42.479.489/0001-76,ARX K2 INFLAÇÃO CURTA PREV TIPO 2 FI EM COTAS DE FI MULTIMERCADO CRÉDITO PRIVADO,0.0
42.479.506/0001-75,SULAMÉRICA LEGACY CAPITAL PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,3136193.27
42.479.534/0001-92,SULAMÉRICA HASHDEX PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,1826343.45
42.479.628/0001-61,SPX SEAHAWK GLOBAL ONE FLEX FICFI MULTIMERCADO CRÉDITO PRIVADO,7713565.39
42.479.638/0001-05,KAPITALO KAPPA ICATU PREVIDÊNCIA II FICFI MULTIMERCADO,49487200.66
42.479.640/0001-76,ACE CAPITAL VANTAGE INSTITUCIONAL FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,229436478.73
42.479.651/0001-56,SUAÇUI FIF CIC MULT CRED PRIV - RESP LIMITADA,12261956.84
42.479.946/0001-22,CIMENX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17948766.61
42.479.952/0001-80,GMOT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,103023167.88
42.479.970/0001-61,VIT MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,135970427.73
42.479.991/0001-87,VISTA MACRO X FIFE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,91312586.84
42.480.028/0001-13,POLLUX FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,16482825.4
42.494.301/0001-69,CONEXÃO CLAVE ALPHA MACRO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,193252769.98
42.494.477/0001-10,BRADESCO GÁVEA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FIE II,39496320.15
42.494.630/0001-00,BRADESCO OCEANA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO FIE II,25812103.11
42.494.713/0001-07,IBIUNA LONG BIASED IB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,48496197.12
42.494.729/0001-01,IBIUNA LONG SHORT IB FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,100453567.28
42.494.751/0001-51,IBIUNA HEDGE ST PLUS IB FUNDO DE INVESTIMENTO EM COTAS DE FIF MULT,792290721.52
42.494.801/0001-09,WRIGHT EQUITY OFF FUNDO DE INVESTIMENTO MULTIMERCADO CREDITO PRIVADO INVESTIMENTO NO EXTERIOR,0.0
42.494.899/0001-96,MAG SELECTION FUNDO DE INVESTIMENTO EM AÇÕES,41398653.26
42.494.952/0001-59,G5 EMPRESARIAL HDI ICATU PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,89775542.84
42.494.990/0001-01,HEDGE PREV ICATU REAL ESTATE FIE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,7157603.31
42.495.012/0001-84,HEDGE PREV ICATU REAL ESTATE FIFE MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,7063684.33
42.495.052/0001-26,ENERGISAPREV FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,175480298.47
42.495.072/0001-05,MIRACOLO FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I INVESTIMENTO NO EXTERIOR,8775477.91
42.500.804/0001-08,RPS TOTAL RETURN BB D30 FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,44175030.09
42.500.946/0001-67,SUNO LCP FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,14177221.14
42.501.859/0001-24,PROSPERO SILVER HAMMER FIF CIC MULT CRED PRIV - RESP LIMITADA,0.0
42.501.917/0001-10,DOMO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,0.0
42.501.939/0001-80,CCM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO IE,20680641.07
42.501.967/0001-05,ICATU VANGUARDA CRÉDITO PRIVADO PG MULTIMERCADO SELEÇÃO FIC FI,622505892.24
42.502.253/0001-03,EMX FIF CIC MULT CRED PRIV - RESP LIMITADA,0.0
42.502.284/0001-64,VCR FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO RESPONSABILIDADE LIMITADA,11834268.25
42.502.314/0001-32,ADIL FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,29541498.08
42.502.331/0001-70,MSB FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,35405309.87
42.502.378/0001-33,VICENTIA FICFI  MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,93771707.01
42.502.400/0001-45,SCHIO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,23760623.73
42.519.738/0001-00,RAVENALLA FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA,7103301.02
42.519.810/0001-07,ITAÚ INSTITUCIONAIS LEGEND CARCASSONNE RENDA FIXA LONGO PRAZO FICFI,90538317.75
42.519.831/0001-14,ITAÚ ELETROBRAS AÇÕES FUNDO DE INVESTIMENTO,3987254.89
42.519.856/0001-18,PIUMHI FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,61956352.33
42.519.872/0001-00,BZ01 MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,59019190.22
42.519.896/0001-60,ITAÚ ELETROBRAS AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO,3994439.36
42.520.232/0001-10,ITAÚ SOBERANO INR HNV FICFI RENDA FIXA REFERENCIADO DI,1965782.99
42.520.281/0001-53,R&SOARES FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,18810954.36
42.520.302/0001-30,ENERGIA V RENDA FIXA REFERENCIADO DI FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1392169571.94
42.520.333/0001-91,MORORÓ 2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,11775047.95
42.520.385/0001-68,GRUMIXAMA FIF MULT CRÉD PRIV - RESP LIMITADA,0.0
42.520.416/0001-80,ITAÚ FUNDO MÚTUO DE PRIVATIZAÇÃO - FGTS ELETROBRAS,673523891.35
42.533.772/0001-39,CAMPINAS FUNDO DE  INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO  MULTIMERCADO CREDITO PRIVADO,186858494.93
42.534.424/0001-86,MAGNETIX FUNDO DE INVESTIMENTO FINANCEIRO DA CIC MULT CRÉD PRIV - RESP LIMITADA,9156014.22
42.534.569/0001-87,SALVADOR FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17673381.08
42.534.654/0001-45,RPS SELECTION AÇÕES SELEÇÃO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,4620267.16
42.535.031/0001-97,GAP ABSOLUTO FOF IQ PREVIDENCIÁRIO MULTIMERCADO FICFI,4898719.89
42.535.073/0001-28,MONT BLANC FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,169280601.55
42.535.150/0001-40,SCHRODER PREVIDÊNCIA CRÉDITO PRIVADO ITAÚ I FICFI RF,12576233.74
42.535.184/0001-34,GENOA CAPITAL CRUISE PREV A FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,753606949.62
42.535.251/0001-10,GENOA CAPITAL CRUISE PREV BTG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,284098106.08
42.535.297/0001-30,GENOA CAPITAL CRUISE PREV XP SEG FICFI MULTIMERCADO,375475669.94
42.535.455/0001-51,GENOA CAPITAL CRUISE PREV ICATU SEGUROS FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MM,51300906.15
42.536.254/0001-79,KINEA CRÉDITO PRIVADO PREV III RENDA FIXA FUNDO DE INVESTIMENTO,4545965995.3
42.546.245/0001-69,PEBAY OPPORTUNITIES I FUNDO DE INVESTIMENTO MULTIMERCADO,2222505.61
42.550.188/0001-91,WARREN CASH CLASH FUNDO DE INVESTIMENTO RENDA FIXA LONGO PRAZO,645515703.32
42.556.044/0001-42,GROUND GLOBAL COMMODITIES FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,14983878.5
42.556.081/0001-50,SKADE MASTER FUNDO DE INVESTIMENTO EM AÇÕES - BDR NÍVEL I,97257728.19
42.556.260/0001-98,SP INVESTIMENTOS FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,50655713.31
42.556.281/0001-03,PCS II BRASIL FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,921012472.52
42.556.334/0001-96,FUNDO DE INVESTIMENTO DIGITAL STRATEGY RENDA FIXA CRÉDITO PRIVADO,157223933.14
42.556.458/0001-71,R2A FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,11678784.62
42.556.473/0001-10,TNXG4 FICFI MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,15180059.6
42.556.488/0001-88,LIBERO-CAM FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO CRÉD PRIV IE,59893665.74
42.556.539/0001-71,RECARO FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,14904000.98
42.556.558/0001-06,CENTRUS AQUILA FUNDO DE INVESTIMENTO MULTIMERCADO INVESTIMENTO NO EXTERIOR,183824717.23
42.556.580/0001-48,KINEA ESTRATÉGIA RENDA FIXA II INVESTIMENTO NO EXTERIOR - FUNDO DE INVESTIMENTO,1762700879.01
42.556.631/0001-31,KINEA ZEUS FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INV EM COTAS MULT RESP LIMITADA,510796013.07
42.561.396/0001-96,FRAM CAPITAL MACALLAN FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,73679434.56
42.561.596/0001-49,FRAM CAPITAL SHERMAN FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,-244917.37
42.561.760/0001-18,FRAM CAPITAL SVER4 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,7770828.07
42.561.903/0001-91,FRAM CAPITAL VIKEN FUNDO DE INVESTIMENTO MULTIMERCADO,11196851.46
42.562.167/0001-96,SANTO AMARO FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,684252464.01
42.562.221/0001-01,VP STRATEGY ALLOCATION FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,22370320.23
42.562.260/0001-09,SOZO FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,1222459.88
42.562.291/0001-51,PEG BÚSSOLA FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,74179614.93
42.562.316/0001-17,CITRINO GLOBAL FUNDO DE INVESTIMENTO MULTIMERCADO,24977399.49
42.562.353/0001-25,MERAKI FLMA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,711512566.4
42.562.379/0001-73,TRÍADE FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,10179744.19
42.562.408/0001-05,AGRELO STOCK FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,6463835.39
42.562.449/0001-93,PTR III FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,2594067.97
42.562.480/0001-24,INFRACO SHARE FUNDO DE INVESTIMENTO MULTIMERCADO,36485225.0
42.562.516/0001-70,VIT AÇÕES FUNDO DE INVESTIMENTO EM AÇÕES,45744497.78
42.562.534/0001-51,SARA FUNDO DE INVEST MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,53791204.55
42.562.565/0001-02,CFM INVESTOR FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,13128369.56
42.562.620/0001-64,PEG INFRACO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,115954057.83
42.581.539/0001-21,TINKS FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,1496160.37
42.581.673/0001-22,YUCAHE III MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,36663063.79
42.581.742/0001-06,QUARTET III MULTIMERCADO FUNDO DE INVESTIMENTO CRÉDITO PRIVADO,43941108.87
42.582.564/0001-20,VIPER FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,0.0
42.582.654/0001-10,SOLEM FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,18728160.6
42.582.787/0001-97,CALIKA FIF CIC MULT CRÉD PRIV - RESP LIMITADA,0.0
42.583.129/0001-10,KOSAMUI FIF CIC MULT CRED PRIV - RESP LIMITADA,18407527.92
42.583.454/0001-82,ITAÚ PREV VERDE AM QUALIFICADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULTIMERCADO,5644730.06
42.583.875/0001-03,LEGO FUNDO DE INVESTIMENTO EM AÇÕES,74635118.67
42.584.327/0001-06,ITAÚ OPTIMUS TITAN FEEDER I FIF CIC MULT - RESP LIMITADA,65329479.27
42.591.324/0001-91,CSHG CLAVE SPECIAL OPPORTUNITIES I FUNDO DE INVESTIMENTO MULTIMERCADO - CREDITO PRIVADO,88157103.45
42.591.384/0001-04,CSHG FOF VC I FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO RENDA FIXA REFERENCIADO DI,9795257.35
42.591.615/0001-80,WHG KIKO FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,77990819.89
42.591.748/0001-56,REEF 1 FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,21297358.23
42.591.794/0001-55,CSHG RESIDENCIAL FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO,0.0
42.591.836/0001-58,CSHG CENTAURO7 FUNDO DE INVESTIMENTO FINANCEIRO - MULTIMERCADO CRED PRIV RESP LTDA,769460.76
42.591.940/0001-42,NEFERTARI FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTI CP - RESP LIMITADA,10930441.9
42.592.200/0001-20,CSHG ALLOCATION IBIUNA TOTAL CREDIT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRED PRIV,1742909.96
42.592.268/0001-00,CSHG ALLOCATION ASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,89179833.34
42.592.283/0001-58,BRASILPREV TOP ESTRATÉGIA BRASIL CAPITAL FUNDO DE INVESTIMENTO EM COTAS DE FIA,38737838.51
42.592.315/0001-15,BB RENDA FIXA CURTO PRAZO AUTOMÁTICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,161768064612.95
42.592.333/0001-05,BB TOP RENDA FIXA SIMPLES AUTOMÁTICO FUNDO DE INVESTIMENTO,21041347552.06
42.592.334/0001-41,CS CERES III ASTER FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,0.0
42.592.357/0001-56,BB RENDA FIXA SIMPLES SOLIDEZ AUTOMÁTICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,21039865763.0
42.592.381/0001-95,ASTER CSHG II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,88979968.84
42.592.390/0001-86,BB RENDA FIXA SIMPLES SOLIDEZ CLÁSSICO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1769300281.31
42.592.407/0001-03,BB RENDA FIXA SIMPLES SOLIDEZ PLENO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,1123931959.13
42.592.423/0001-98,BB RENDA FIXA SIMPLES SOLIDEZ ABSOLUTO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,9006810478.4
42.592.438/0001-56,BB GR INFRA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,25026055.21
42.592.516/0001-12,MRAVP2 RV FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,12318128.39
42.592.985/0001-31,BENZIN CAPITAL FIF CIC MULTIMERCADO CRÉDITO PRIVADO - RESPONSABILIDADE LIMITADA,19098030.85
42.593.002/0001-81,NTS GUARAREMA FUNDO DE INVESTIMENTO RENDA FIXA CRÉDITO PRIVADO,415387584.04
42.593.043/0001-78,INGELDORF FUNDO DE INVESTIMENTO EM AÇÕES INVESTIMENTO NO EXTERIOR,119381584.1
42.593.059/0001-80,IMARI II FICFI CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR MULTIMERCADO,57311414.54
42.593.071/0001-95,TAN SALUS FUNDO DE INVESTIMENTO FINANCEIRO DA CLASSE DE INV EM COTAS MULT CRÉD PRIV - RESP LIMITADA,45906607.57
42.593.093/0001-55,FIBONACCI FUNDO DE INVESTIMENTO MULTIMERCADO INR,76238090.62
42.596.861/0001-24,CSHG ALLOCATION LEGACY CAPITAL CREDIT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CRED PRIV,2209988.89
42.596.945/0001-68,ASTER CSHG FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,10155960.81
42.596.978/0001-08,CS CERES III DEB ASTER FUNDO DE INVESTIMENTO MULTIMERCADO - CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,1070579.71
42.597.289/0001-18,ITAÚ ALVORADA PLUS ICATU II PREV FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO MULT,2653291.14
42.597.327/0001-32,KADIMA LONG SHORT IVP II MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,77788622.24
42.597.367/0001-84,KADIMA LONG SHORT IVP I MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,4050643.81
42.597.428/0001-03,KADIMA LONG SHORT IVP MASTER PREVIDÊNCIA MULTIMERCADO FUNDO DE INVESTIMENTO,80225669.39
42.597.533/0001-42,A1 HEDGE PREVIDÊNCIA MULTIMERCADO FUNDO DE INVESTIMENTO,2703818.87
42.597.596/0001-07,KINEA COLABORADORES ZEUS FUNDO DE INVESTIMENTO FIN DA CLASSE DE INVE EM COTAS MULT RESP LIMITADA,163802317.09
42.597.782/0001-38,NEO NAVITAS FUNDO DE INVESTIMENTO EM AÇÕES BDR NÍVEL I,36023432.99
42.598.117/0001-69,SÃO PEDRO FUNDO INCENTIVADO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,30213221.39
42.598.242/0001-79,LEGACY CAPITAL CREDIT CSHG FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO CREDITO PRIVADO,2163303.32
42.605.222/0001-88,WARREN CASH II FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM RENDA FIXA,0.0
42.619.013/0001-93,BB JV MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,18808984.62
42.619.088/0001-74,BB KAIRÓS MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,18500206.06
42.619.209/0001-88,BB ANCHIETA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO LONGO PRAZO,121518871.49
42.619.279/0001-36,BB BRASÍLIA RENDA FIXA FUNDO INCENTIVADO DE INVESTIMENTO EM INFRAESTRUTURA,95701012.49
42.619.342/0001-34,BRASILPREV TOP ESTRATÉGIA JGP ESG 100 FUNDO DE INVESTIMENTO EM COTAS DE FIA,31247730.19
42.619.397/0001-44,BRASILPREV TOP ESTRATÉGIA GARDE PARIS FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,22144974.8
42.619.473/0001-11,BRASILPREV TOP ESTRATÉGIA MOAT FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO EM AÇÕES,10276476.15
42.619.546/0001-75,BRASILPREV TOP ESTRATEGIA CLARITAS QUANT FUNDO DE INVESTIMENTO EM COTAS DE FI MULTIMERCADO,58596248.01
42.619.615/0001-40,BB FENATI MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO CRÉDITO PRIVADO,32944599.65
42.619.659/0001-70,BB ZACK II MULTIMERCADO MULTIGESTOR FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,19362513.61
42.620.447/0001-03,PERSA FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,63496614.6
42.620.514/0001-90,ACE CAPITAL PREVIDENCIÁRIO ITAÚ II FICFI MULTIMERCADO,121436381.88
42.620.656/0001-57,NEO MULTIESTRATÉGIA ITAÚ PREV MASTER FUNDO DE INVESTIMENTO MULTIMERCADO,634660553.44
42.620.691/0001-76,NEO MULTIESTRATÉGIA ITAÚ PREV FC MULTIMERCADO FIE 1,293182378.87
42.620.735/0001-68,NEO MULTIESTRATÉGIA ITAÚ PREV FICFI MULTIMERCADO FIE 2,341161303.24
42.621.039/0001-76,ITAÚ FLEXPREV VÉRTICE ATIVO PJ3 FIF MULT - RESP LIMITADA,39836154.34
42.621.076/0001-84,BLUE ALPHA PREV A II MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,3137634.65
42.621.119/0001-21,ITAÚ FLEXPREV VÉRTICE ATIVO PJ2 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA,52890006.99
42.624.021/0001-28,BLUE ALPHA PREV A I MULTIMERCADO FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,7979756.59
42.624.117/0001-96,BLUE ALPHA PREV A FIFE MULTIMERCADO FUNDO DE INVESTIMENTO,11110438.96
42.624.285/0001-81,ITAÚ FLEXPREV VÉRTICE ATIVO PJ1 FUNDO DE INVESTIMENTO FINANCEIRO MULTIMERCADO - RESP LIMITADA,65578159.55
42.624.506/0001-11,ITAÚ FLEXPREV INFLATION EQUITY OPPORTUNITIES FIF MULT - RESP LIMITADA,14282676.96
42.624.664/0001-71,VÉRTICE BLACKROCK NEXT GENERATION TECHNOLOGY AÇÕES USD INVESTIMENTO NO EXTERIOR FI,1863179.14
42.636.669/0001-14,ITAÚ PRIVATE PEGASUS MULTI AÇÕES FUNDO DE INVESTIMENTO EM COTAS DE FUNDOS DE INVESTIMENTO,42386006.07
42.636.843/0001-29,ITAÚ PVT PREV IMP 2 GLOBAL FIF DA CLASSE DE INVESTIMENTO EM COTAS MULTIMERCADO - RESP LIMITADA,60967572.41
42.639.270/0001-97,WARREN MULTIGESTORES CRÉDITO ESTRUTURADO PRO MASTER FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV,31204635.26
42.656.644/0001-82,IA CARTEIRA CRÉDITO FUNDO DE INVESTIMENTO EM COTAS DE FUNDO DE INVESTIMENTO MULTIMERCADO CRED PRIV,12773742.47
42.656.788/0001-39,TBI FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO INVESTIMENTO NO EXTERIOR,17869451.84
42.682.139/0001-02,ORCA PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,20854848.11
42.682.169/0001-19,ONIXX PREV FUNDO DE  INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,14409957.07
42.682.358/0001-91,GREEN PREV FUNDO DE INVESTIMENTO MULTIMERCADO CRÉDITO PRIVADO,56139644.68
